序号,买入时间,卖出时间,买入价,卖出价,收益率%,持仓小时,累计收益%
300,2022-12-18 12:30,2022-12-18 14:30,16729.2,16729.2,0.0,2.0,90.62
301,2022-12-19 04:00,2022-12-19 15:30,16711.6,16670.1,-0.248,11.5,90.15
302,2022-12-20 05:30,2022-12-21 00:00,16785.6,16885.4,0.595,18.5,91.28
303,2022-12-21 16:30,2022-12-22 09:30,16784.4,16848.9,0.384,17.0,92.01
304,2022-12-22 11:30,2022-12-22 19:30,16834.6,16664.9,-1.008,8.0,90.08
305,2022-12-23 07:00,2022-12-23 20:00,16856.0,16826.6,-0.174,13.0,89.74
306,2022-12-24 11:00,2022-12-25 02:00,16833.5,16833.4,-0.001,15.0,89.74
307,2022-12-26 01:30,2022-12-26 19:00,16859.0,16845.8,-0.078,17.5,89.59
308,2022-12-27 07:00,2022-12-27 18:30,16883.5,16635.1,-1.471,11.5,86.8
309,2022-12-28 07:30,2022-12-28 23:30,16647.3,16548.9,-0.591,16.0,85.7
310,2022-12-29 15:30,2022-12-30 04:30,16619.1,16614.5,-0.028,13.0,85.65
311,2022-12-30 21:30,2022-12-31 14:00,16583.9,16637.1,0.321,16.5,86.24
312,2023-01-01 03:30,2023-01-01 06:30,16538.5,16544.6,0.037,3.0,86.31
313,2023-01-01 16:30,2023-01-02 08:00,16564.7,16739.9,1.058,15.5,88.28
314,2023-01-02 22:30,2023-01-03 02:30,16699.2,16673.5,-0.154,4.0,87.99
315,2023-01-03 13:30,2023-01-04 05:30,16727.6,16859.1,0.786,16.0,89.47
316,2023-01-04 07:30,2023-01-04 21:00,16873.3,16826.7,-0.276,13.5,88.95
317,2023-01-05 11:00,2023-01-06 11:00,16818.1,16749.5,-0.408,24.0,88.18
318,2023-01-06 23:30,2023-01-07 14:00,16950.6,16926.8,-0.14,14.5,87.91
319,2023-01-08 04:00,2023-01-08 16:00,16940.1,16932.7,-0.044,12.0,87.83
320,2023-01-09 02:30,2023-01-09 19:00,17189.8,17326.6,0.796,16.5,89.33
321,2023-01-10 15:00,2023-01-11 07:30,17329.8,17445.5,0.668,16.5,90.59
322,2023-01-12 00:30,2023-01-12 17:30,18260.2,18843.2,3.193,17.0,96.68
323,2023-01-13 07:30,2023-01-13 18:00,18818.2,19297.9,2.549,10.5,101.69
324,2023-01-13 22:00,2023-01-14 13:30,19945.3,20932.5,4.95,15.5,111.67
325,2023-01-15 06:30,2023-01-16 11:00,20717.8,20805.8,0.425,28.5,112.57
326,2023-01-17 02:30,2023-01-17 14:00,21101.4,21275.1,0.823,11.5,114.32
327,2023-01-18 00:00,2023-01-18 09:30,21158.0,21229.5,0.338,9.5,115.05
328,2023-01-18 21:00,2023-01-19 02:00,20751.4,20742.9,-0.041,5.0,114.96
329,2023-01-19 14:30,2023-01-20 09:00,20799.8,20945.6,0.701,18.5,116.46
330,2023-01-20 23:00,2023-01-21 13:00,22654.9,22966.2,1.374,14.0,119.44
331,2023-01-22 14:00,2023-01-23 08:00,22928.7,22693.4,-1.026,18.0,117.19
332,2023-01-23 13:30,2023-01-24 02:30,22796.0,23041.4,1.077,13.0,119.52
333,2023-01-25 07:00,2023-01-25 17:00,22723.2,22524.8,-0.873,10.0,117.61
334,2023-01-25 19:00,2023-01-26 13:30,22688.8,23124.8,1.922,18.5,121.79
335,2023-01-27 04:00,2023-01-27 14:30,22842.5,22964.7,0.535,10.5,122.98
336,2023-01-27 19:00,2023-01-28 06:00,23169.1,23023.6,-0.628,11.0,121.58
337,2023-01-28 23:30,2023-01-29 17:30,23025.1,23594.4,2.473,18.0,127.05
338,2023-01-31 00:30,2023-02-01 01:00,22832.1,23061.7,1.006,24.5,129.34
339,2023-02-01 21:00,2023-02-02 15:00,23714.0,23677.1,-0.156,18.0,128.98
340,2023-02-03 05:30,2023-02-04 10:00,23524.7,23335.7,-0.803,28.5,127.14
341,2023-02-04 18:30,2023-02-05 07:00,23445.9,23386.1,-0.255,12.5,126.56
342,2023-02-05 20:30,2023-02-06 03:00,22886.0,22917.8,0.139,6.5,126.88
343,2023-02-06 10:30,2023-02-07 00:30,22841.0,22796.6,-0.194,14.0,126.44
344,2023-02-07 19:30,2023-02-08 04:30,23095.8,23247.9,0.659,9.0,127.93
345,2023-02-09 05:00,2023-02-09 20:00,22576.4,21928.3,-2.871,15.0,121.38
346,2023-02-10 14:30,2023-02-11 03:30,21836.1,21680.1,-0.714,13.0,119.8
347,2023-02-11 14:00,2023-02-11 23:30,21728.2,21856.2,0.589,9.5,121.1
348,2023-02-12 14:30,2023-02-12 23:30,21921.0,21784.5,-0.623,9.0,119.72
349,2023-02-13 19:30,2023-02-14 19:00,21608.3,22184.0,2.664,23.5,125.57
350,2023-02-15 19:30,2023-02-16 09:30,23319.1,24650.7,5.71,14.0,138.45
351,2023-02-17 05:30,2023-02-18 09:30,23708.4,24552.7,3.561,28.0,146.95
352,2023-02-19 01:00,2023-02-19 13:00,24656.3,24688.5,0.131,12.0,147.27
353,2023-02-19 20:30,2023-02-19 22:30,24516.0,24488.6,-0.112,2.0,146.99
354,2023-02-20 04:00,2023-02-20 09:30,24462.3,24885.2,1.729,5.5,151.26
355,2023-02-20 16:00,2023-02-21 03:30,24789.1,24925.9,0.552,11.5,152.65
356,2023-02-21 17:30,2023-02-21 23:30,24662.4,24450.0,-0.861,6.0,150.47
357,2023-02-22 09:00,2023-02-23 18:00,24077.2,23830.8,-1.023,33.0,147.91
358,2023-02-24 08:00,2023-02-24 19:30,23846.2,23178.5,-2.8,11.5,140.97
359,2023-02-25 09:00,2023-02-26 00:30,23040.1,23099.4,0.257,15.5,141.59
360,2023-02-26 04:30,2023-02-26 18:30,23191.3,23489.6,1.286,14.0,144.7
361,2023-02-28 01:30,2023-02-28 11:30,23429.2,23396.4,-0.14,10.0,144.35
362,2023-02-28 16:30,2023-02-28 20:30,23457.9,23271.1,-0.796,4.0,142.41
363,2023-03-01 03:30,2023-03-01 12:00,23444.1,23790.6,1.478,8.5,145.99
364,2023-03-01 15:30,2023-03-02 00:30,23712.4,23605.0,-0.453,9.0,144.88
365,2023-03-02 14:00,2023-03-03 14:00,23298.9,22384.8,-3.923,24.0,135.27
366,2023-03-04 00:00,2023-03-04 13:30,22373.3,22359.9,-0.06,13.5,135.13
367,2023-03-05 10:30,2023-03-05 22:30,22411.5,22433.2,0.097,12.0,135.36
368,2023-03-06 17:30,2023-03-07 08:30,22479.5,22420.0,-0.265,15.0,134.73
369,2023-03-08 04:00,2023-03-08 22:00,22128.7,21998.3,-0.589,18.0,133.35
370,2023-03-09 21:00,2023-03-10 08:00,20356.6,19927.4,-2.108,11.0,128.43
371,2023-03-10 15:00,2023-03-11 10:00,19860.3,20127.8,1.347,19.0,131.51
372,2023-03-12 04:00,2023-03-12 16:00,20346.4,20371.2,0.122,12.0,131.79
373,2023-03-13 01:30,2023-03-13 15:00,22300.4,24428.8,9.544,13.5,153.91
374,2023-03-14 05:00,2023-03-14 13:30,24360.2,25769.4,5.785,8.5,168.6
375,2023-03-15 03:00,2023-03-15 08:00,24672.2,24804.1,0.535,5.0,170.04
376,2023-03-15 17:30,2023-03-17 02:30,24286.2,25583.2,5.34,33.0,184.46
377,2023-03-17 13:30,2023-03-17 22:30,26453.7,27515.6,4.014,9.0,195.88
378,2023-03-18 12:30,2023-03-18 18:30,27508.8,27323.2,-0.675,6.0,193.88
379,2023-03-19 06:30,2023-03-20 08:00,26928.9,28189.4,4.681,25.5,207.64
380,2023-03-20 22:00,2023-03-21 07:00,27916.0,27505.2,-1.472,9.0,203.11
381,2023-03-21 14:00,2023-03-22 08:30,27849.6,28083.9,0.841,18.5,205.66
382,2023-03-22 18:30,2023-03-23 00:30,28025.4,27320.0,-2.517,6.0,197.96
383,2023-03-23 16:30,2023-03-24 04:00,28464.6,28190.5,-0.963,11.5,195.1
384,2023-03-25 04:00,2023-03-26 00:00,27605.6,27437.2,-0.61,20.0,193.3
385,2023-03-26 05:00,2023-03-26 11:00,27490.2,27664.4,0.634,6.0,195.15
386,2023-03-26 14:00,2023-03-26 22:30,27941.1,28041.6,0.36,8.5,196.22
387,2023-03-28 01:30,2023-03-29 18:00,27074.6,28242.2,4.313,40.5,208.99
388,2023-03-30 13:30,2023-03-30 23:00,28513.3,27984.6,-1.854,9.5,203.26
389,2023-03-31 09:00,2023-04-01 00:30,27833.5,28439.8,2.178,15.5,209.87
390,2023-04-01 02:30,2023-04-01 09:30,28581.9,28424.9,-0.549,7.0,208.16
391,2023-04-02 02:30,2023-04-02 16:00,28401.9,27992.3,-1.442,13.5,203.72
392,2023-04-03 06:30,2023-04-04 02:30,27779.8,27858.0,0.281,20.0,204.58
393,2023-04-04 14:00,2023-04-05 03:00,28155.3,28447.6,1.038,13.0,207.74
394,2023-04-05 14:30,2023-04-05 19:00,28106.7,28208.7,0.363,4.5,208.85
395,2023-04-06 08:30,2023-04-07 11:00,27951.7,27902.7,-0.175,26.5,208.31
396,2023-04-08 01:30,2023-04-08 16:30,27905.9,28004.1,0.352,15.0,209.4
397,2023-04-09 09:30,2023-04-09 22:30,27898.7,28371.2,1.694,13.0,214.64
398,2023-04-10 03:30,2023-04-10 15:00,28276.5,28414.0,0.486,11.5,216.17
399,2023-04-11 01:30,2023-04-11 14:00,30194.0,30210.5,0.055,12.5,216.34
400,2023-04-12 05:30,2023-04-13 11:00,29923.4,30202.6,0.933,29.5,219.29
401,2023-04-13 13:30,2023-04-13 23:30,30175.0,30380.6,0.681,10.0,221.47
402,2023-04-14 16:30,2023-04-14 20:00,30142.0,30433.4,0.967,3.5,224.58
403,2023-04-15 09:00,2023-04-15 21:30,30406.7,30267.9,-0.456,12.5,223.09
404,2023-04-16 11:00,2023-04-17 02:00,30279.3,29983.0,-0.979,15.0,219.93
405,2023-04-17 22:30,2023-04-19 00:30,29501.7,30318.6,2.769,26.0,228.79
406,2023-04-19 21:00,2023-04-20 23:00,29058.4,28225.0,-2.868,26.0,219.36
407,2023-04-21 12:30,2023-04-21 23:00,28221.0,27295.9,-3.278,10.5,208.89
408,2023-04-22 14:30,2023-04-23 07:00,27475.1,27599.0,0.451,16.5,210.29
409,2023-04-24 01:00,2023-04-24 18:30,27816.9,27337.6,-1.723,17.5,204.94
410,2023-04-25 04:00,2023-04-25 16:30,27374.1,27394.2,0.073,12.5,205.16
411,2023-04-26 00:30,2023-04-26 16:00,28297.4,29807.6,5.337,15.5,221.45
412,2023-04-27 16:00,2023-04-28 09:30,29127.4,29202.9,0.259,17.5,222.28
413,2023-04-29 00:00,2023-04-29 15:30,29306.4,29273.9,-0.111,15.5,221.92
414,2023-04-30 06:30,2023-05-01 02:00,29273.3,28583.4,-2.357,19.5,214.34
415,2023-05-01 20:00,2023-05-03 03:00,27841.9,28512.8,2.41,31.0,221.91
416,2023-05-03 22:30,2023-05-04 17:00,29108.7,28868.6,-0.825,18.5,219.26
417,2023-05-05 08:00,2023-05-05 22:30,29117.2,29590.6,1.626,14.5,224.45
418,2023-05-06 08:00,2023-05-06 09:30,29303.4,29283.8,-0.067,1.5,224.23
419,2023-05-07 01:30,2023-05-07 19:00,28888.0,28862.8,-0.087,17.5,223.95
420,2023-05-08 19:00,2023-05-09 20:00,27486.6,27641.3,0.563,25.0,225.77
421,2023-05-10 16:00,2023-05-10 21:00,28290.0,27537.0,-2.662,5.0,217.1
422,2023-05-11 01:30,2023-05-11 08:30,27550.3,27388.0,-0.589,7.0,215.23
423,2023-05-11 21:30,2023-05-13 11:30,26976.4,26825.2,-0.56,38.0,213.46
424,2023-05-14 13:00,2023-05-14 15:30,26856.6,27081.8,0.839,2.5,216.09
425,2023-05-14 17:30,2023-05-15 23:30,26940.1,27164.6,0.833,30.0,218.73
426,2023-05-16 15:30,2023-05-17 12:00,27041.0,26687.0,-1.309,20.5,214.56
427,2023-05-18 01:30,2023-05-18 14:00,27320.8,27315.7,-0.019,12.5,214.5
428,2023-05-19 04:00,2023-05-19 23:00,26836.4,26882.9,0.173,19.0,215.04
429,2023-05-20 14:30,2023-05-21 08:00,26923.8,27055.5,0.489,17.5,216.58
430,2023-05-22 04:00,2023-05-23 02:30,26691.3,27136.5,1.668,22.5,221.86
431,2023-05-23 14:00,2023-05-23 21:00,27295.3,27211.0,-0.309,7.0,220.87
432,2023-05-24 13:00,2023-05-25 21:00,26682.0,26448.3,-0.876,32.0,218.06
433,2023-05-26 22:00,2023-05-27 08:30,26736.9,26688.9,-0.18,10.5,217.49
434,2023-05-27 21:00,2023-05-28 17:30,26734.9,27352.8,2.311,20.5,224.83
435,2023-05-29 07:30,2023-05-29 14:00,27911.3,27889.4,-0.078,6.5,224.57
436,2023-05-30 03:30,2023-05-30 21:30,27832.5,27722.1,-0.397,18.0,223.28
437,2023-05-31 22:00,2023-06-01 14:30,27149.5,26898.8,-0.923,16.5,220.3
438,2023-06-02 02:30,2023-06-02 13:00,26962.3,27080.5,0.438,10.5,221.7
439,2023-06-02 18:00,2023-06-03 01:00,27023.3,27142.1,0.44,7.0,223.12
440,2023-06-03 11:30,2023-06-03 16:00,27134.7,27311.9,0.653,4.5,225.23
441,2023-06-04 00:00,2023-06-04 09:30,27062.8,27215.3,0.564,9.5,227.06
442,2023-06-04 14:30,2023-06-05 03:30,27234.8,26847.1,-1.424,13.0,222.4
443,2023-06-05 21:30,2023-06-07 00:00,25655.6,27211.0,6.063,26.5,241.95
444,2023-06-08 02:00,2023-06-08 22:30,26450.8,26543.1,0.349,20.5,243.14
445,2023-06-09 18:30,2023-06-10 04:00,26450.3,25851.9,-2.262,9.5,235.38
446,2023-06-10 15:30,2023-06-11 12:00,25632.0,25790.0,0.616,20.5,237.45
447,2023-06-12 01:30,2023-06-12 11:00,25940.0,25948.9,0.034,9.5,237.56
448,2023-06-12 23:00,2023-06-13 19:00,25918.4,25871.9,-0.179,20.0,236.96
449,2023-06-14 11:00,2023-06-14 22:00,25979.2,25061.0,-3.534,11.0,225.05
450,2023-06-15 16:00,2023-06-16 11:00,25001.6,25505.4,2.015,19.0,231.6
451,2023-06-17 01:00,2023-06-17 13:30,26331.4,26556.9,0.856,12.5,234.44
452,2023-06-18 09:00,2023-06-19 01:00,26471.6,26403.9,-0.256,16.0,233.58
453,2023-06-19 17:30,2023-06-20 09:00,26666.0,26751.0,0.319,15.5,234.65
454,2023-06-21 00:30,2023-06-21 14:30,28420.2,29541.4,3.945,14.0,247.85
455,2023-06-22 06:30,2023-06-22 12:30,30130.4,30116.6,-0.046,6.0,247.69
456,2023-06-22 21:00,2023-06-24 04:30,30012.8,30704.5,2.305,31.5,255.7
457,2023-06-24 20:30,2023-06-25 21:00,30509.8,30467.5,-0.139,24.5,255.21
458,2023-06-26 09:30,2023-06-27 05:30,30266.3,30321.6,0.183,20.0,255.86
459,2023-06-27 14:00,2023-06-27 22:00,30845.9,30670.0,-0.57,8.0,253.83
460,2023-06-28 19:00,2023-06-29 23:30,30030.1,30453.5,1.41,28.5,258.82
461,2023-06-30 14:30,2023-07-01 01:00,30086.4,30418.8,1.105,10.5,262.78
462,2023-07-01 12:00,2023-07-02 05:30,30579.2,30483.1,-0.314,17.5,261.64
463,2023-07-02 21:30,2023-07-03 12:30,30559.1,30651.1,0.301,15.0,262.73
464,2023-07-04 03:00,2023-07-04 12:00,31199.3,31046.4,-0.49,9.0,260.95
465,2023-07-05 02:30,2023-07-05 21:00,30840.9,30490.5,-1.136,18.5,256.85
466,2023-07-06 05:00,2023-07-06 17:30,30484.7,30294.5,-0.624,12.5,254.62
467,2023-07-07 12:00,2023-07-08 04:30,30108.8,30234.3,0.417,16.5,256.1
468,2023-07-09 00:00,2023-07-09 19:00,30257.3,30255.5,-0.006,19.0,256.08
469,2023-07-10 14:00,2023-07-11 06:30,30278.0,30635.1,1.179,16.5,260.28
470,2023-07-11 22:30,2023-07-12 14:30,30584.1,30736.6,0.499,16.0,262.08
471,2023-07-13 11:30,2023-07-14 05:00,30545.0,31372.9,2.71,17.5,271.89
472,2023-07-15 02:00,2023-07-16 01:00,30300.0,30317.0,0.056,23.0,272.1
473,2023-07-16 14:30,2023-07-17 04:30,30398.9,30294.7,-0.343,14.0,270.82
474,2023-07-17 18:00,2023-07-18 19:30,30023.8,29714.9,-1.029,25.5,267.01
475,2023-07-19 04:00,2023-07-19 18:00,30142.8,30021.0,-0.404,14.0,265.53
476,2023-07-20 07:30,2023-07-20 21:00,30202.0,29845.5,-1.18,13.5,261.21
477,2023-07-21 11:30,2023-07-22 00:00,29781.4,29931.9,0.505,12.5,263.04
478,2023-07-22 06:30,2023-07-22 10:30,29891.9,29902.1,0.034,4.0,263.16
479,2023-07-23 04:30,2023-07-24 01:30,29905.4,29913.8,0.028,21.0,263.26
480,2023-07-24 23:00,2023-07-25 18:30,29190.4,29263.8,0.251,19.5,264.18
481,2023-07-26 19:00,2023-07-27 11:00,29359.4,29477.3,0.402,16.0,265.64
482,2023-07-28 10:00,2023-07-29 00:00,29210.0,29329.5,0.409,14.0,267.13
483,2023-07-30 03:00,2023-07-30 14:00,29320.0,29308.4,-0.04,11.0,266.99
484,2023-07-31 01:00,2023-07-31 12:30,29441.9,29475.5,0.114,11.5,267.41
485,2023-08-01 11:30,2023-08-02 13:00,28860.8,29407.0,1.893,25.5,274.36
486,2023-08-03 05:00,2023-08-03 23:00,29112.8,29201.7,0.305,18.0,275.5
487,2023-08-04 20:00,2023-08-05 07:30,29077.7,29053.0,-0.085,11.5,275.19
488,2023-08-05 17:00,2023-08-06 14:30,29058.6,29035.9,-0.078,21.5,274.89
489,2023-08-07 06:30,2023-08-07 16:00,29053.9,28920.5,-0.459,9.5,273.17
490,2023-08-08 03:30,2023-08-08 19:00,29197.0,29893.0,2.384,15.5,282.07
491,2023-08-09 23:00,2023-08-10 08:30,29618.9,29516.1,-0.347,9.5,280.74
492,2023-08-10 12:30,2023-08-10 22:30,29561.9,29464.2,-0.33,10.0,279.48
493,2023-08-11 04:00,2023-08-11 07:00,29424.7,29436.0,0.038,3.0,279.63
494,2023-08-11 13:30,2023-08-11 22:00,29472.9,29422.9,-0.17,8.5,278.98
495,2023-08-12 00:30,2023-08-12 08:00,29459.0,29406.4,-0.179,7.5,278.31
496,2023-08-12 15:00,2023-08-12 18:30,29448.2,29428.4,-0.067,3.5,278.05
497,2023-08-13 02:00,2023-08-13 07:30,29456.2,29397.9,-0.198,5.5,277.3
498,2023-08-13 23:30,2023-08-14 17:30,29302.0,29487.9,0.634,18.0,279.7
499,2023-08-14 19:30,2023-08-15 02:00,29362.8,29399.9,0.126,6.5,280.18
500,2023-08-15 18:30,2023-08-16 07:30,29324.8,29194.1,-0.446,13.0,278.48
501,2023-08-16 14:30,2023-08-17 01:00,29159.9,28631.2,-1.813,10.5,271.62
502,2023-08-17 19:30,2023-08-18 04:30,27896.8,26265.0,-5.849,9.0,249.88
503,2023-08-18 09:30,2023-08-19 03:00,26450.0,25966.1,-1.829,17.5,243.48
504,2023-08-19 13:30,2023-08-19 19:00,25925.3,26116.1,0.736,5.5,246.01
505,2023-08-19 23:00,2023-08-20 09:30,26117.3,26144.8,0.105,10.5,246.37
506,2023-08-21 00:00,2023-08-21 06:30,26122.3,26035.9,-0.331,6.5,245.23
507,2023-08-21 23:00,2023-08-22 13:00,26124.0,26021.4,-0.393,14.0,243.87
508,2023-08-23 02:00,2023-08-23 22:30,26044.2,26455.1,1.578,20.5,249.3
509,2023-08-24 07:30,2023-08-24 13:00,26473.9,26370.5,-0.391,5.5,247.93
510,2023-08-25 03:00,2023-08-25 21:30,26060.1,26082.8,0.087,18.5,248.24
511,2023-08-26 14:00,2023-08-26 17:00,26031.3,26012.0,-0.074,3.0,247.98
512,2023-08-27 06:00,2023-08-28 02:30,26035.9,26030.6,-0.02,20.5,247.91
513,2023-08-28 18:00,2023-08-29 09:30,26133.3,25990.6,-0.546,15.5,246.01
514,2023-08-29 20:00,2023-08-30 10:30,27861.2,27437.6,-1.52,14.5,240.75
515,2023-08-30 23:30,2023-08-31 17:30,27299.9,26326.7,-3.565,18.0,228.6
516,2023-09-01 11:00,2023-09-02 02:00,25981.1,25794.0,-0.72,15.0,226.23
517,2023-09-02 13:00,2023-09-02 20:00,25814.0,25827.4,0.052,7.0,226.4
518,2023-09-03 14:30,2023-09-03 22:30,25925.3,25951.8,0.102,8.0,226.74
519,2023-09-04 11:00,2023-09-04 16:30,25884.0,25863.9,-0.078,5.5,226.48
520,2023-09-05 07:00,2023-09-06 06:00,25722.5,25764.0,0.161,23.0,227.01
521,2023-09-07 04:00,2023-09-07 18:00,25800.9,25876.5,0.293,14.0,227.97
522,2023-09-08 04:00,2023-09-08 14:00,26281.9,25934.9,-1.32,10.0,223.64
523,2023-09-09 04:30,2023-09-09 18:30,25872.2,25868.0,-0.016,14.0,223.59
524,2023-09-10 07:00,2023-09-10 14:30,25860.0,25773.8,-0.333,7.5,222.51
525,2023-09-11 01:00,2023-09-11 17:00,25718.6,25134.6,-2.271,16.0,215.18
526,2023-09-12 08:00,2023-09-12 22:30,25840.1,25976.4,0.527,14.5,216.85
527,2023-09-13 15:00,2023-09-14 06:00,26273.3,26262.6,-0.041,15.0,216.72
528,2023-09-14 17:30,2023-09-15 06:00,26650.9,26596.6,-0.204,12.5,216.07
529,2023-09-15 20:00,2023-09-16 17:30,26405.5,26565.7,0.607,21.5,217.99
530,2023-09-17 04:00,2023-09-17 16:00,26518.7,26531.2,0.047,12.0,218.14
531,2023-09-18 11:00,2023-09-19 00:00,27211.0,26689.9,-1.915,13.0,212.05
532,2023-09-19 15:00,2023-09-20 04:00,27325.0,27125.9,-0.729,13.0,209.77
533,2023-09-20 17:00,2023-09-21 10:00,27255.4,26763.9,-1.803,17.0,204.19
534,2023-09-22 01:30,2023-09-22 18:30,26630.5,26595.1,-0.133,17.0,203.78
535,2023-09-23 12:00,2023-09-24 04:00,26583.1,26565.3,-0.067,16.0,203.58
536,2023-09-24 19:30,2023-09-25 05:30,26451.0,26111.1,-1.285,10.0,199.68
537,2023-09-25 17:00,2023-09-26 10:00,26251.0,26244.0,-0.027,17.0,199.6
538,2023-09-27 03:30,2023-09-27 20:00,26281.1,26284.0,0.011,16.5,199.63
539,2023-09-28 14:00,2023-09-29 04:30,26622.1,26973.9,1.321,14.5,203.59
540,2023-09-29 22:00,2023-09-30 23:30,26891.4,26961.7,0.261,25.5,204.38
541,2023-10-01 17:30,2023-10-02 01:30,27074.9,27918.7,3.117,8.0,213.87
542,2023-10-02 11:30,2023-10-02 21:00,28198.9,27865.8,-1.181,9.5,210.16
543,2023-10-03 12:30,2023-10-04 04:00,27471.5,27415.9,-0.202,15.5,209.54
544,2023-10-04 11:00,2023-10-05 01:30,27580.9,27731.9,0.547,14.5,211.23
545,2023-10-06 01:30,2023-10-06 08:30,27517.0,27620.7,0.377,7.0,212.4
546,2023-10-06 13:00,2023-10-07 02:30,27388.7,27871.7,1.764,13.5,217.91
547,2023-10-07 22:30,2023-10-08 19:30,27952.5,27891.6,-0.218,21.0,217.22
548,2023-10-09 04:30,2023-10-09 14:00,27931.1,27524.5,-1.456,9.5,212.6
549,2023-10-10 03:30,2023-10-10 16:30,27632.3,27434.0,-0.718,13.0,210.36
550,2023-10-11 09:30,2023-10-11 19:30,27285.0,26760.9,-1.921,10.0,204.4
551,2023-10-12 01:30,2023-10-12 20:30,26776.5,26749.1,-0.102,19.0,204.09
552,2023-10-13 07:00,2023-10-13 19:00,26887.5,26774.6,-0.42,12.0,202.81
553,2023-10-14 09:30,2023-10-14 19:30,26880.5,26866.4,-0.052,10.0,202.65
554,2023-10-15 05:00,2023-10-16 02:30,26884.5,27187.6,1.127,21.5,206.06
555,2023-10-16 07:00,2023-10-16 15:00,27898.8,28110.9,0.76,8.0,208.39
556,2023-10-17 14:00,2023-10-18 09:00,28389.9,28560.3,0.6,19.0,210.24
557,2023-10-19 07:00,2023-10-20 03:00,28260.4,29293.5,3.656,20.0,221.58
558,2023-10-20 17:30,2023-10-20 23:30,29520.1,29667.8,0.5,6.0,223.19
559,2023-10-21 12:00,2023-10-22 04:30,29768.1,29959.2,0.642,16.5,225.26
560,2023-10-22 20:30,2023-10-23 22:00,29850.2,32193.7,7.851,25.5,250.8
561,2023-10-24 06:30,2023-10-24 14:30,33972.6,34432.5,1.354,8.0,255.55
562,2023-10-25 07:00,2023-10-26 06:00,33880.9,34502.1,1.833,23.0,262.07
563,2023-10-27 01:30,2023-10-27 18:30,33853.6,33596.5,-0.759,17.0,259.32
564,2023-10-28 08:00,2023-10-28 21:00,34060.0,34176.5,0.342,13.0,260.55
565,2023-10-29 12:30,2023-10-30 05:00,34428.7,34252.3,-0.512,16.5,258.7
566,2023-10-30 20:30,2023-10-31 08:00,34420.4,34297.7,-0.356,11.5,257.42
567,2023-10-31 17:00,2023-11-01 09:00,34389.6,34451.8,0.181,16.0,258.07
568,2023-11-02 00:00,2023-11-02 14:00,35502.5,34831.6,-1.89,14.0,251.3
569,2023-11-03 05:00,2023-11-04 12:00,34473.4,34722.0,0.721,31.0,253.84
570,2023-11-05 05:00,2023-11-05 17:00,35162.9,35113.1,-0.142,12.0,253.33
571,2023-11-06 07:30,2023-11-07 04:00,34905.0,34850.7,-0.156,20.5,252.78
572,2023-11-07 17:00,2023-11-08 13:30,34743.1,35407.8,1.913,20.5,259.53
573,2023-11-09 01:00,2023-11-09 18:00,35860.7,36356.5,1.383,17.0,264.5
574,2023-11-10 13:00,2023-11-11 08:00,37146.2,37016.0,-0.351,19.0,263.23
575,2023-11-11 21:30,2023-11-12 11:00,36979.9,37102.6,0.332,13.5,264.43
576,2023-11-12 17:30,2023-11-13 03:00,37077.0,37024.6,-0.141,9.5,263.92
577,2023-11-13 22:30,2023-11-15 00:30,36467.9,35490.1,-2.681,26.0,254.16
578,2023-11-15 11:00,2023-11-16 05:00,36168.1,37380.1,3.351,18.0,266.03
579,2023-11-17 02:30,2023-11-17 21:30,36456.6,36397.9,-0.161,19.0,265.44
580,2023-11-18 11:30,2023-11-18 20:00,36401.7,36594.0,0.528,8.5,267.37
581,2023-11-18 23:00,2023-11-19 07:00,36533.6,36609.8,0.209,8.0,268.14
582,2023-11-19 19:30,2023-11-20 13:30,36951.8,37097.4,0.394,18.0,269.59
583,2023-11-21 03:30,2023-11-21 14:30,37468.6,36636.1,-2.222,11.0,261.37
584,2023-11-22 04:00,2023-11-23 04:00,36334.0,37308.1,2.681,24.0,271.06
585,2023-11-24 01:30,2023-11-24 21:30,37397.8,37828.0,1.15,20.0,275.33
586,2023-11-25 17:00,2023-11-26 13:30,37759.6,37516.9,-0.643,20.5,272.92
587,2023-11-27 06:00,2023-11-27 18:30,37375.9,36967.5,-1.093,12.5,268.84
588,2023-11-28 04:30,2023-11-28 18:30,36991.3,37976.1,2.662,14.0,278.66
589,2023-11-29 01:30,2023-11-29 09:00,37932.0,38217.9,0.754,7.5,281.52
590,2023-11-29 23:30,2023-11-30 05:30,37853.3,37885.7,0.086,6.0,281.84
591,2023-11-30 08:30,2023-11-30 22:30,37667.4,37692.4,0.066,14.0,282.1
592,2023-12-01 06:00,2023-12-01 22:00,38094.6,38796.2,1.842,16.0,289.13
593,2023-12-02 18:30,2023-12-03 13:30,38870.3,39673.9,2.067,19.0,297.18
594,2023-12-04 02:00,2023-12-04 19:30,40597.8,41989.5,3.428,17.5,310.79
595,2023-12-05 11:30,2023-12-06 10:00,41727.5,44237.5,6.015,22.5,335.5
596,2023-12-07 00:00,2023-12-07 12:00,43838.1,43171.3,-1.521,12.0,328.88
597,2023-12-07 17:30,2023-12-07 22:30,43423.6,43140.6,-0.652,5.0,326.09
598,2023-12-08 05:00,2023-12-09 00:30,43435.9,44178.1,1.709,19.5,333.37
599,2023-12-09 02:00,2023-12-09 09:00,44132.2,43932.0,-0.454,7.0,331.4
